Promedio_Notas,Asistencia_Pct,Tareas_Entregadas_Pct,Nivel_Participacion,Faltas_Disciplinarias,Nivel_Riesgo
10.0,86.3,100.0,Alta,1,Sin riesgo
9.3,50.2,75.5,Media,1,Alto riesgo
150.0,66.6,59.8,Baja,0,Alto riesgo
10.0,81.0,78.0,Desconocido_X99,1,Sin riesgo
8.0,80.6,72.3,Alta,1,Medio riesgo
9.6,98.8,99.9,Alta,0,Sin riesgo
2.2,54.8,48.1,Media,0,Alto riesgo
10.0,-25.0,100.0,Alta,0,Sin riesgo
9.3,76.8,76.1,Alta,1,Sin riesgo
,83.1,98.6,Media,0,Medio riesgo
10.0,95.1,88.3,Baja,0,Sin riesgo
6.3,70.3,67.2,Media,1,Medio riesgo
10.0,99.9,99.2,Media,0,Sin riesgo
6.0,67.6,72.4,Alta,1,Alto riesgo
8.5,85.0,75.0,Media,1,Sin riesgo
10.0,96.8,89.4,Media,0,Sin riesgo
7.0,90.5,91.4,Media,0,Medio riesgo
8.1,83.9,81.4,Baja,0,Sin riesgo
150.0,76.2,81.9,Media,1,Medio riesgo
10.0,-25.0,100.0,Media,0,Sin riesgo
8.5,84.7,77.7,Desconocido_X99,1,Sin riesgo
8.0,81.6,74.5,Media,1,Sin riesgo
10.0,96.5,96.0,Alta,0,Sin riesgo
10.0,100.0,100.0,Media,0,Sin riesgo
8.3,75.5,76.2,Alta,0,Sin riesgo
8.1,80.8,95.5,Alta,2,Sin riesgo
5.3,72.6,64.9,Media,0,Alto riesgo
,76.6,70.9,Alta,1,Sin riesgo
6.6,66.6,60.5,Baja,0,Alto riesgo
9.3,79.6,62.5,Media,0,Sin riesgo
10.0,100.0,95.7,Alta,1,Sin riesgo
7.5,77.0,80.7,Media,0,Medio riesgo
8.1,81.0,55.6,Media,1,Sin riesgo
10.0,95.0,92.6,Media,2,Sin riesgo
7.6,67.4,69.0,Media,1,Alto riesgo
8.7,88.6,81.9,Media,2,Sin riesgo
5.8,84.5,98.3,Media,0,Alto riesgo
8.9,82.5,64.4,Media,0,Sin riesgo
10.0,100.0,100.0,Alta,0,Sin riesgo
5.5,70.9,,Media,2,Alto riesgo
6.3,87.7,94.2,Media,1,Medio riesgo
7.4,-25.0,97.5,Media,1,Medio riesgo
10.0,93.7,97.1,Alta,0,Sin riesgo
7.3,60.7,67.7,Alta,1,Alto riesgo
5.6,70.9,72.1,Alta,0,Alto riesgo
9.0,88.1,96.3,Desconocido_X99,0,Sin riesgo
7.9,87.5,78.7,Baja,0,Medio riesgo
,92.9,93.0,Alta,1,Sin riesgo
5.9,71.1,72.1,Desconocido_X99,0,Alto riesgo
9.2,100.0,95.7,Media,0,Sin riesgo
8.2,73.9,64.3,Baja,0,Sin riesgo
10.0,95.1,100.0,Baja,0,Sin riesgo
7.9,63.5,62.0,Baja,0,Alto riesgo
5.2,71.5,57.6,Media,1,Alto riesgo
7.8,82.6,80.5,Media,0,Medio riesgo
,72.6,53.4,Alta,0,Medio riesgo
7.7,75.2,87.2,Alta,0,Medio riesgo
8.9,63.7,56.6,Media,1,Alto riesgo
9.2,85.8,98.2,Media,0,Sin riesgo
6.8,62.2,66.5,Media,1,Alto riesgo
2.5,46.7,47.4,Desconocido_X99,1,Alto riesgo
10.0,94.0,95.2,Media,0,Sin riesgo
,91.5,100.0,Media,1,Medio riesgo
10.0,69.6,58.7,Media,1,Alto riesgo
10.0,84.7,81.7,Baja,1,Sin riesgo
9.6,91.8,87.8,Alta,0,Sin riesgo
6.9,73.4,74.7,Media,2,Medio riesgo
5.3,82.0,92.6,Media,1,Alto riesgo
7.1,60.8,56.4,Alta,2,Alto riesgo
5.3,70.2,57.9,Alta,0,Alto riesgo
4.3,51.0,64.8,Media,1,Alto riesgo
9.5,82.9,86.1,Baja,0,Sin riesgo
4.1,64.1,76.6,Media,0,Alto riesgo
7.4,73.8,68.4,Alta,0,Medio riesgo
9.4,89.0,91.2,Desconocido_X99,0,Sin riesgo
7.2,75.3,82.5,Alta,1,Medio riesgo
8.4,75.3,80.4,Media,0,Sin riesgo
4.3,58.1,72.4,Baja,0,Alto riesgo
7.7,69.3,52.1,Alta,1,Alto riesgo
10.0,96.2,92.6,Media,0,Sin riesgo
7.1,88.9,85.8,Baja,1,Medio riesgo
6.1,55.5,61.4,Media,0,Alto riesgo
6.9,63.2,57.6,Media,0,Alto riesgo
7.4,81.7,68.8,Media,0,Medio riesgo
10.0,88.0,90.2,Alta,0,Sin riesgo
7.8,89.3,76.5,Media,1,Medio riesgo
9.6,76.9,70.8,Media,1,Sin riesgo
3.9,48.0,35.8,Baja,0,Alto riesgo
6.3,90.5,93.6,Alta,0,Medio riesgo
7.8,91.1,77.0,Baja,0,Medio riesgo
9.0,95.7,97.1,Alta,0,Sin riesgo
5.4,45.1,56.8,Media,0,Alto riesgo
8.8,82.7,68.7,Baja,1,Sin riesgo
9.7,77.4,79.9,Desconocido_X99,0,Sin riesgo
8.6,84.3,,Alta,0,Sin riesgo
8.4,86.2,91.5,Alta,0,Sin riesgo
150.0,80.8,85.3,Alta,0,Alto riesgo
9.1,87.8,100.0,Alta,0,Sin riesgo
9.1,100.0,100.0,Baja,1,Sin riesgo
7.2,-25.0,61.6,Alta,0,Alto riesgo
4.9,-25.0,76.3,Media,0,Alto riesgo
7.0,78.0,91.4,Alta,0,Medio riesgo
10.0,93.7,91.5,Media,0,Sin riesgo
8.8,86.0,90.3,Media,0,Sin riesgo
7.2,72.2,87.9,Media,0,Medio riesgo
8.8,81.8,92.9,Baja,0,Sin riesgo
9.4,90.0,92.4,Baja,0,Sin riesgo
7.4,80.1,82.5,Media,2,Medio riesgo
5.5,49.4,44.1,Alta,0,Alto riesgo
7.7,79.4,84.0,Media,0,Medio riesgo
6.7,73.8,67.9,Alta,0,Medio riesgo
3.7,93.1,100.0,Alta,1,Alto riesgo
8.5,99.3,82.9,Media,1,Sin riesgo
5.1,50.3,51.2,Alta,0,Alto riesgo
6.0,58.4,59.7,Desconocido_X99,0,Alto riesgo
7.4,67.9,71.6,Media,0,Alto riesgo
6.8,75.2,85.6,Media,0,Medio riesgo
8.8,66.2,67.5,Baja,1,Alto riesgo
6.5,82.0,93.0,Alta,0,Medio riesgo
7.1,67.1,77.5,Media,1,Alto riesgo
150.0,82.0,73.5,Baja,1,Sin riesgo
10.0,91.8,93.1,Baja,1,Sin riesgo
5.3,74.2,,Baja,0,Alto riesgo
6.4,91.6,89.9,Baja,0,Medio riesgo
9.0,91.6,95.1,Alta,0,Sin riesgo
6.4,59.1,74.5,Media,1,Alto riesgo
9.2,100.0,100.0,Alta,3,Sin riesgo
7.9,62.0,76.6,Alta,0,Alto riesgo
8.5,100.0,98.8,Media,1,Sin riesgo
7.4,67.1,64.4,Alta,0,Alto riesgo
7.1,75.3,57.9,Media,1,Medio riesgo
10.0,98.5,87.7,Alta,2,Sin riesgo
9.8,91.6,88.7,Baja,1,Sin riesgo
8.1,64.0,76.2,Media,0,Alto riesgo
9.6,97.9,96.2,Alta,0,Sin riesgo
8.4,69.7,73.4,Baja,0,Alto riesgo
9.5,100.0,100.0,Media,1,Sin riesgo
10.0,92.1,91.4,Media,0,Sin riesgo
150.0,65.8,51.1,Media,0,Alto riesgo
,67.5,76.2,Media,1,Alto riesgo
150.0,96.8,93.7,Alta,0,Medio riesgo
7.4,88.5,91.0,Media,1,Medio riesgo
8.8,-25.0,51.9,Baja,0,Alto riesgo
6.7,84.6,85.2,Alta,1,Medio riesgo
6.9,80.1,77.7,Alta,0,Medio riesgo
6.7,76.4,75.1,Media,0,Medio riesgo
4.3,77.0,76.7,Media,0,Alto riesgo
7.8,75.6,87.2,Media,1,Medio riesgo
9.4,82.7,84.7,Alta,0,Sin riesgo
10.0,91.7,100.0,Alta,1,Sin riesgo
10.0,100.0,100.0,Media,0,Sin riesgo
5.0,64.2,,Media,1,Alto riesgo
7.4,82.8,76.3,Media,0,Medio riesgo
5.2,67.1,63.4,Alta,1,Alto riesgo
150.0,85.3,88.3,Alta,0,Sin riesgo
8.4,81.6,79.8,Media,0,Sin riesgo
7.1,85.3,91.9,Media,1,Medio riesgo
8.0,85.0,,Media,0,Sin riesgo
10.0,100.0,96.3,Media,0,Sin riesgo
,75.7,73.9,Alta,0,Sin riesgo
10.0,94.7,100.0,Alta,2,Sin riesgo
9.4,75.4,68.9,Media,0,Sin riesgo
7.6,94.2,,Alta,1,Medio riesgo
8.8,69.7,66.3,Media,0,Alto riesgo
9.6,81.0,90.7,Media,0,Sin riesgo
5.2,82.0,76.1,Media,0,Alto riesgo
,100.0,100.0,Media,0,Sin riesgo
5.1,79.7,96.1,Baja,3,Alto riesgo
8.2,70.2,73.8,Baja,0,Sin riesgo
10.0,88.4,73.6,Alta,2,Sin riesgo
3.7,61.6,46.6,Media,2,Alto riesgo
150.0,78.1,75.2,Baja,0,Sin riesgo
4.9,69.6,57.8,Alta,1,Alto riesgo
,82.1,83.8,Alta,0,Sin riesgo
,72.6,55.9,Alta,0,Sin riesgo
150.0,66.1,68.4,Alta,0,Alto riesgo
6.5,66.7,60.6,Baja,1,Alto riesgo
6.3,59.7,52.2,Media,0,Alto riesgo
9.6,86.7,95.6,Media,0,Sin riesgo
10.0,90.9,94.0,Baja,0,Sin riesgo
7.0,76.9,61.6,Alta,0,Medio riesgo
10.0,95.9,83.7,Alta,0,Sin riesgo
8.0,65.8,62.7,Desconocido_X99,0,Alto riesgo
8.5,87.5,71.6,Media,0,Sin riesgo
10.0,99.2,98.0,Media,0,Sin riesgo
9.5,100.0,91.5,Alta,1,Sin riesgo
9.7,99.9,100.0,Baja,1,Sin riesgo
10.0,100.0,83.3,Media,1,Sin riesgo
9.5,78.2,58.7,Alta,0,Sin riesgo
6.1,64.0,73.1,Media,0,Alto riesgo
6.8,75.0,84.8,Media,0,Medio riesgo
4.7,81.6,78.7,Alta,1,Alto riesgo
3.6,62.8,77.8,Alta,1,Alto riesgo
6.0,61.2,63.6,Media,0,Alto riesgo
150.0,60.3,53.5,Media,3,Alto riesgo
9.7,70.6,70.8,Media,2,Sin riesgo
10.0,100.0,100.0,Alta,0,Sin riesgo
8.5,73.0,69.5,Media,0,Sin riesgo
8.6,95.8,100.0,Media,0,Sin riesgo
9.2,77.9,78.3,Alta,0,Sin riesgo
4.3,62.6,83.3,Desconocido_X99,0,Alto riesgo
6.4,66.4,,Media,0,Alto riesgo
10.0,84.6,85.9,Alta,0,Sin riesgo
8.2,87.1,76.4,Media,0,Sin riesgo
,81.6,89.4,Media,0,Sin riesgo
7.6,90.4,100.0,Desconocido_X99,1,Medio riesgo
10.0,79.2,75.6,Media,1,Sin riesgo
5.0,69.3,75.3,Media,1,Alto riesgo
7.2,77.7,79.5,Media,1,Medio riesgo
10.0,100.0,90.6,Baja,1,Sin riesgo
6.2,65.9,75.1,Media,0,Alto riesgo
8.4,90.8,97.5,Alta,0,Sin riesgo
150.0,71.6,86.1,Media,0,Medio riesgo
7.4,69.0,69.4,Media,1,Alto riesgo
150.0,63.2,74.4,Media,0,Alto riesgo
10.0,98.5,99.8,Media,1,Sin riesgo
6.7,70.2,79.0,Media,0,Medio riesgo
7.5,75.4,85.2,Alta,0,Medio riesgo
8.0,93.3,82.2,Alta,0,Sin riesgo
6.9,74.2,72.3,Baja,1,Medio riesgo
8.0,76.4,81.0,Baja,1,Sin riesgo
6.6,-25.0,81.5,Media,1,Medio riesgo
9.0,84.0,74.1,Alta,2,Sin riesgo
7.4,76.6,82.2,Alta,3,Medio riesgo
10.0,87.3,100.0,Baja,0,Sin riesgo
9.3,82.0,96.0,Alta,0,Sin riesgo
8.6,90.0,80.5,Baja,1,Sin riesgo
8.5,86.9,100.0,Media,0,Sin riesgo
2.4,-25.0,38.5,Baja,0,Alto riesgo
8.1,90.5,100.0,Media,1,Sin riesgo
150.0,71.9,80.1,Media,0,Medio riesgo
9.8,86.7,80.4,Desconocido_X99,1,Sin riesgo
10.0,100.0,97.5,Alta,1,Sin riesgo
5.7,75.6,82.7,Media,2,Alto riesgo
8.6,94.3,89.4,Alta,0,Sin riesgo
9.1,99.3,89.8,Media,0,Sin riesgo
7.1,90.0,82.9,Baja,0,Medio riesgo
9.7,98.4,94.0,Baja,0,Sin riesgo
9.3,65.4,72.8,Media,3,Alto riesgo
6.8,76.0,61.5,Media,1,Medio riesgo
6.9,66.6,64.9,Media,0,Alto riesgo
150.0,81.1,63.0,Media,0,Sin riesgo
8.4,72.3,86.9,Alta,0,Sin riesgo
9.9,92.2,100.0,Alta,1,Sin riesgo
8.7,89.7,83.7,Baja,0,Sin riesgo
7.0,90.0,81.2,Media,0,Medio riesgo
5.8,74.6,82.4,Desconocido_X99,1,Alto riesgo
9.6,77.5,77.4,Alta,1,Sin riesgo
7.7,94.8,,Baja,1,Medio riesgo
10.0,87.3,79.2,Alta,1,Sin riesgo
9.6,80.8,64.9,Alta,0,Sin riesgo
4.5,70.5,61.5,Desconocido_X99,1,Alto riesgo
10.0,81.4,69.7,Media,2,Sin riesgo
8.3,100.0,100.0,Baja,1,Sin riesgo
9.4,80.6,71.2,Media,0,Sin riesgo
10.0,90.9,83.8,Baja,0,Sin riesgo
8.5,86.2,70.0,Media,1,Sin riesgo
9.7,99.5,100.0,Baja,0,Sin riesgo
10.0,97.4,90.6,Media,0,Sin riesgo
10.0,97.4,95.5,Media,1,Sin riesgo
7.1,74.2,91.1,Media,0,Medio riesgo
7.7,69.5,72.7,Baja,1,Alto riesgo
10.0,92.7,,Media,1,Sin riesgo
8.2,88.0,94.3,Media,1,Sin riesgo
10.0,98.2,100.0,Alta,0,Sin riesgo
6.5,-25.0,85.0,Media,1,Medio riesgo
10.0,100.0,83.4,Media,0,Sin riesgo
9.2,95.8,94.6,Media,0,Sin riesgo
3.3,71.1,65.4,Media,0,Alto riesgo
4.7,75.9,84.3,Media,0,Alto riesgo
9.0,93.5,95.0,Media,0,Sin riesgo
10.0,83.7,74.5,Media,0,Sin riesgo
6.7,71.8,69.2,Baja,1,Medio riesgo
9.9,78.6,65.9,Media,1,Sin riesgo
9.0,92.7,100.0,Media,0,Sin riesgo
150.0,70.8,69.3,Alta,0,Alto riesgo
150.0,77.0,88.6,Baja,0,Alto riesgo
4.3,56.4,,Alta,0,Alto riesgo
6.9,67.2,66.2,Media,1,Alto riesgo
,88.8,100.0,Alta,0,Sin riesgo
9.7,97.8,90.0,Media,0,Sin riesgo
10.0,95.8,86.7,Desconocido_X99,0,Sin riesgo
7.1,73.5,64.4,Desconocido_X99,0,Medio riesgo
8.9,73.2,74.3,Media,1,Sin riesgo
5.8,68.6,52.8,Alta,1,Alto riesgo
7.2,74.3,72.8,Media,1,Medio riesgo
7.2,81.9,,Alta,0,Medio riesgo
7.4,73.4,69.4,Alta,0,Medio riesgo
10.0,79.0,87.9,Media,1,Sin riesgo
8.4,81.5,74.5,Alta,0,Sin riesgo
9.2,80.5,86.8,Alta,0,Sin riesgo
7.7,74.8,93.5,Media,0,Medio riesgo
4.0,57.1,63.2,Alta,0,Alto riesgo
6.3,59.3,62.3,Alta,1,Alto riesgo
7.2,79.2,68.6,Media,0,Medio riesgo
10.0,89.7,85.9,Media,0,Sin riesgo
150.0,98.4,100.0,Alta,0,Sin riesgo
4.7,63.6,61.0,Baja,0,Alto riesgo
4.5,51.1,38.6,Media,0,Alto riesgo
,96.8,79.8,Alta,1,Sin riesgo
9.8,81.2,,Media,0,Sin riesgo
7.5,93.9,93.0,Media,0,Medio riesgo
6.7,67.9,83.2,Media,1,Alto riesgo
9.0,82.0,81.7,Media,1,Sin riesgo
4.2,62.3,56.2,Desconocido_X99,0,Alto riesgo
7.9,88.3,89.5,Media,0,Medio riesgo
,68.1,51.2,Media,0,Alto riesgo
8.2,90.9,74.1,Alta,1,Sin riesgo
8.0,69.6,86.4,Media,2,Alto riesgo
7.1,72.2,,Media,0,Medio riesgo
8.1,83.5,90.9,Media,1,Sin riesgo
9.8,81.3,89.5,Baja,0,Sin riesgo
8.3,70.9,62.3,Baja,1,Sin riesgo
8.2,63.1,63.1,Media,0,Alto riesgo
10.0,90.7,95.8,Alta,0,Sin riesgo
6.1,60.2,58.1,Alta,1,Alto riesgo
5.3,42.7,30.4,Media,0,Alto riesgo
7.5,90.5,98.0,Media,1,Medio riesgo
5.5,69.3,58.4,Alta,1,Alto riesgo
4.7,42.0,27.3,Media,0,Alto riesgo
10.0,100.0,93.2,Alta,0,Sin riesgo
150.0,79.2,70.6,Baja,3,Alto riesgo
10.0,100.0,90.6,Media,1,Sin riesgo
5.1,59.8,62.0,Media,2,Alto riesgo
150.0,40.1,41.9,Media,0,Alto riesgo
7.2,62.7,53.5,Media,0,Alto riesgo
4.1,65.5,100.0,Alta,1,Alto riesgo
8.8,100.0,98.1,Alta,0,Sin riesgo
7.7,84.5,85.8,Media,4,Medio riesgo
10.0,83.2,86.0,Alta,0,Sin riesgo
9.9,87.3,82.6,Alta,1,Sin riesgo
7.2,85.7,76.8,Alta,1,Medio riesgo
6.9,88.7,89.4,Alta,0,Medio riesgo
8.4,81.7,65.9,Baja,0,Sin riesgo
8.7,100.0,100.0,Media,0,Sin riesgo
7.9,86.9,92.4,Media,1,Medio riesgo
4.8,75.8,93.5,Media,0,Alto riesgo
6.7,82.2,77.5,Alta,1,Medio riesgo
8.9,86.2,78.1,Baja,1,Sin riesgo
5.8,60.9,64.8,Media,0,Alto riesgo
8.5,86.3,80.2,Alta,0,Sin riesgo
8.1,91.0,94.6,Alta,0,Sin riesgo
9.3,100.0,87.5,Media,0,Sin riesgo
9.0,76.0,90.7,Alta,2,Sin riesgo
7.9,64.8,54.6,Alta,2,Alto riesgo
8.5,85.9,81.8,Media,1,Sin riesgo
9.9,94.8,100.0,Media,0,Sin riesgo
7.6,100.0,100.0,Media,0,Medio riesgo
8.3,83.4,98.0,Media,0,Sin riesgo
7.2,76.0,68.6,Baja,1,Medio riesgo
8.5,63.9,,Media,0,Alto riesgo
7.7,87.0,,Alta,0,Medio riesgo
9.2,92.0,98.0,Media,0,Sin riesgo
9.0,93.3,89.1,Media,0,Sin riesgo
3.7,38.0,34.0,Media,0,Alto riesgo
6.2,59.0,70.5,Baja,0,Alto riesgo
4.7,63.1,79.2,Media,0,Alto riesgo
9.6,90.0,100.0,Desconocido_X99,0,Sin riesgo
9.3,75.3,70.0,Alta,0,Sin riesgo
9.3,85.8,87.1,Alta,0,Sin riesgo
8.7,69.6,69.3,Alta,0,Alto riesgo
10.0,77.9,77.2,Baja,0,Sin riesgo
7.2,79.5,70.0,Media,1,Medio riesgo
7.7,100.0,92.8,Media,0,Medio riesgo
10.0,83.5,96.0,Baja,0,Sin riesgo
10.0,92.2,86.9,Alta,0,Sin riesgo
6.2,86.1,89.0,Media,0,Medio riesgo
7.2,59.8,57.4,Media,1,Alto riesgo
10.0,100.0,100.0,Baja,1,Sin riesgo
6.6,90.5,89.1,Alta,0,Medio riesgo
9.2,75.8,65.3,Alta,1,Sin riesgo
9.6,73.8,74.1,Media,2,Sin riesgo
9.0,82.6,70.9,Media,0,Sin riesgo
4.4,75.4,81.8,Media,0,Alto riesgo
6.2,62.3,66.5,Alta,0,Alto riesgo
8.2,70.6,53.2,Desconocido_X99,1,Sin riesgo
9.1,83.2,79.8,Baja,1,Sin riesgo
9.7,85.3,81.8,Alta,0,Sin riesgo
10.0,-25.0,88.1,Media,0,Sin riesgo
10.0,-25.0,99.8,Media,0,Sin riesgo
10.0,100.0,100.0,Media,3,Sin riesgo
8.0,100.0,94.9,Media,2,Sin riesgo
9.1,89.0,78.1,Baja,0,Sin riesgo
10.0,100.0,96.0,Alta,0,Sin riesgo
5.6,65.1,77.1,Media,0,Alto riesgo
8.4,85.2,89.9,Alta,4,Sin riesgo
7.8,71.7,62.7,Alta,1,Medio riesgo
9.8,72.2,75.4,Baja,1,Sin riesgo
7.5,96.9,88.9,Media,0,Medio riesgo
150.0,70.9,78.7,Baja,0,Medio riesgo
6.3,-25.0,70.4,Alta,1,Alto riesgo
9.4,100.0,82.7,Baja,0,Sin riesgo
6.0,78.4,72.2,Media,0,Alto riesgo
7.1,70.8,60.7,Media,1,Medio riesgo
9.9,100.0,90.8,Alta,2,Sin riesgo
6.6,76.3,81.8,Baja,1,Medio riesgo
7.0,77.0,88.7,Media,0,Medio riesgo
10.0,100.0,89.9,Media,0,Sin riesgo
,97.1,100.0,Media,0,Medio riesgo
5.7,59.7,48.1,Alta,0,Alto riesgo
8.8,92.0,78.8,Baja,1,Sin riesgo
150.0,100.0,100.0,Media,1,Sin riesgo
8.2,77.7,93.1,Media,1,Sin riesgo
7.6,100.0,100.0,Alta,1,Medio riesgo
,75.5,76.0,Media,1,Medio riesgo
7.6,80.4,70.6,Media,0,Medio riesgo
8.0,-25.0,68.9,Alta,0,Medio riesgo
9.5,91.9,89.8,Baja,0,Sin riesgo
8.6,88.1,82.5,Alta,1,Sin riesgo
9.8,-25.0,80.2,Media,1,Sin riesgo
8.2,87.5,90.1,Media,2,Sin riesgo
150.0,48.3,38.3,Alta,0,Alto riesgo
6.4,61.6,59.5,Media,0,Alto riesgo
8.9,87.9,100.0,Alta,0,Sin riesgo
9.3,-25.0,65.2,Media,1,Sin riesgo
9.7,81.4,77.7,Media,0,Sin riesgo
9.8,84.0,79.3,Alta,0,Sin riesgo
10.0,97.0,100.0,Alta,0,Sin riesgo
,100.0,100.0,Media,1,Sin riesgo
10.0,100.0,95.3,Media,1,Sin riesgo
150.0,69.5,72.8,Media,0,Alto riesgo
10.0,96.2,100.0,Media,1,Sin riesgo
10.0,85.6,84.0,Alta,0,Sin riesgo
8.3,80.8,85.5,Alta,0,Sin riesgo
5.2,66.7,76.5,Media,1,Alto riesgo
6.0,75.8,69.9,Media,3,Alto riesgo
6.3,84.6,80.4,Media,1,Medio riesgo
8.2,67.4,,Media,2,Alto riesgo
6.4,79.7,82.6,Media,0,Medio riesgo
5.2,77.3,83.5,Alta,0,Alto riesgo
8.7,95.6,92.8,Alta,0,Sin riesgo
9.1,95.7,92.5,Alta,0,Sin riesgo
10.0,-25.0,83.0,Alta,0,Sin riesgo
7.0,76.3,91.7,Alta,1,Medio riesgo
6.9,59.7,67.8,Media,0,Alto riesgo
6.9,57.3,57.5,Media,1,Alto riesgo
7.8,83.6,78.2,Alta,1,Medio riesgo
,84.5,94.1,Alta,0,Sin riesgo
,97.2,96.0,Media,0,Sin riesgo
6.4,89.8,95.3,Alta,1,Medio riesgo
5.9,67.0,75.8,Baja,1,Alto riesgo
8.1,83.6,74.0,Baja,1,Sin riesgo
6.9,58.5,58.8,Alta,0,Alto riesgo
7.8,73.6,87.0,Alta,0,Medio riesgo
8.9,89.8,99.6,Media,0,Sin riesgo
150.0,80.6,81.6,Alta,0,Sin riesgo
,86.0,88.7,Media,0,Sin riesgo
5.4,75.4,72.5,Media,0,Alto riesgo
9.5,100.0,100.0,Media,2,Sin riesgo
9.3,94.6,100.0,Media,0,Sin riesgo
6.6,95.6,99.2,Alta,0,Medio riesgo
7.2,70.4,66.1,Alta,2,Medio riesgo
8.8,61.5,74.4,Alta,0,Alto riesgo
,95.7,90.9,Media,0,Sin riesgo
7.6,76.2,65.7,Media,0,Medio riesgo
9.0,88.2,74.9,Alta,1,Sin riesgo
10.0,100.0,83.2,Alta,1,Sin riesgo
4.5,58.0,62.7,Alta,0,Alto riesgo
10.0,-25.0,100.0,Alta,1,Sin riesgo
6.9,42.1,18.1,Alta,1,Alto riesgo
8.9,87.6,89.7,Desconocido_X99,1,Sin riesgo
6.2,88.0,93.2,Alta,0,Medio riesgo
8.8,87.8,100.0,Media,0,Sin riesgo
8.8,89.6,100.0,Media,1,Sin riesgo
6.6,63.7,70.3,Media,1,Alto riesgo
8.7,96.5,100.0,Media,0,Sin riesgo
7.8,74.8,82.1,Media,1,Medio riesgo
6.8,79.9,86.8,Media,1,Medio riesgo
150.0,84.1,76.6,Baja,0,Sin riesgo
10.0,74.1,73.7,Desconocido_X99,1,Sin riesgo
8.4,69.3,77.2,Baja,1,Alto riesgo
8.0,89.3,89.0,Baja,1,Sin riesgo
9.0,-25.0,90.8,Alta,1,Sin riesgo
8.8,95.3,84.8,Baja,2,Sin riesgo
6.4,85.5,81.3,Media,0,Medio riesgo
10.0,82.8,92.2,Media,0,Sin riesgo
8.5,95.2,96.0,Media,2,Sin riesgo
8.0,80.4,81.9,Alta,0,Medio riesgo
6.8,70.3,71.0,Media,0,Medio riesgo
7.1,-25.0,55.1,Baja,0,Alto riesgo
10.0,97.3,86.7,Alta,0,Sin riesgo
8.7,76.9,68.0,Desconocido_X99,0,Sin riesgo
6.4,77.5,77.9,Baja,3,Medio riesgo
10.0,83.4,92.7,Media,0,Sin riesgo
7.8,65.2,70.3,Media,0,Alto riesgo
7.9,68.9,61.6,Alta,0,Alto riesgo
150.0,70.4,66.1,Alta,0,Sin riesgo
7.4,77.7,79.6,Baja,0,Medio riesgo
7.5,85.8,76.0,Media,1,Medio riesgo
10.0,98.1,91.2,Alta,1,Sin riesgo
7.6,89.6,98.8,Media,0,Medio riesgo
6.3,78.2,70.5,Media,0,Medio riesgo
5.0,51.3,56.9,Media,0,Alto riesgo
10.0,93.2,81.5,Media,0,Sin riesgo
9.1,100.0,,Media,0,Sin riesgo
6.4,61.6,56.7,Baja,1,Alto riesgo
8.2,58.8,51.5,Media,0,Alto riesgo
10.0,82.5,91.6,Media,1,Sin riesgo
8.3,87.5,97.6,Media,0,Sin riesgo
8.6,87.8,89.5,Baja,2,Sin riesgo
9.5,93.8,90.6,Media,0,Sin riesgo
4.9,55.8,31.9,Baja,0,Alto riesgo
8.4,64.2,64.3,Media,1,Alto riesgo
7.4,81.6,78.1,Baja,1,Medio riesgo
8.4,100.0,88.2,Media,0,Sin riesgo
8.4,66.5,64.6,Alta,0,Alto riesgo
8.9,68.9,69.0,Media,1,Alto riesgo
5.1,64.2,60.6,Media,0,Alto riesgo
10.0,85.5,84.3,Media,1,Sin riesgo
6.8,59.9,62.0,Baja,1,Alto riesgo
,90.2,77.1,Media,0,Sin riesgo
10.0,100.0,93.6,Media,0,Sin riesgo
9.5,86.2,100.0,Media,0,Sin riesgo
10.0,74.4,64.2,Media,1,Sin riesgo
8.7,68.3,65.8,Baja,1,Alto riesgo
6.4,50.3,35.0,Alta,0,Alto riesgo
6.0,51.8,46.3,Alta,0,Alto riesgo
6.4,80.1,78.0,Alta,0,Medio riesgo
3.6,81.0,72.1,Media,0,Alto riesgo
5.1,-25.0,49.9,Baja,0,Alto riesgo
9.4,100.0,93.1,Alta,0,Sin riesgo
10.0,86.4,78.3,Baja,0,Sin riesgo
5.1,69.1,92.0,Media,0,Alto riesgo
8.6,100.0,86.5,Media,0,Sin riesgo
5.8,74.7,88.4,Media,0,Alto riesgo
9.0,84.9,99.0,Alta,0,Sin riesgo
5.9,59.7,53.1,Media,1,Alto riesgo
6.1,74.5,63.1,Media,0,Medio riesgo
6.7,85.1,85.2,Media,0,Medio riesgo
7.4,74.6,78.7,Alta,0,Medio riesgo
7.4,86.1,77.6,Media,1,Medio riesgo
6.8,64.2,61.5,Media,0,Alto riesgo
8.5,100.0,100.0,Baja,0,Sin riesgo
7.7,74.6,66.4,Baja,3,Medio riesgo
8.4,87.7,82.8,Alta,0,Sin riesgo
7.8,69.2,56.4,Media,0,Alto riesgo
8.1,-25.0,83.5,Baja,0,Sin riesgo
9.4,96.8,81.1,Media,1,Sin riesgo
9.0,77.8,72.7,Media,1,Sin riesgo
7.7,83.2,89.2,Alta,0,Medio riesgo
10.0,76.7,66.6,Baja,0,Sin riesgo
4.7,61.4,57.4,Media,0,Alto riesgo
9.6,100.0,100.0,Media,0,Sin riesgo
7.5,74.7,71.7,Alta,3,Medio riesgo
10.0,97.0,91.7,Alta,0,Sin riesgo
